frame_id,person_id,cosine_similarity,euclidean_distance
213,0,0.731593845945707,0.732674762844051
214,0,0.7274812870633286,0.7382665005764132
215,0,0.7274571299087484,0.738299221306987
216,0,0.7292513871996583,0.7358649506537754
217,0,0.7282554384041309,0.7372171479230107
218,0,0.7248261093636026,0.7418542857413409
219,0,0.7308267567896317,0.7337209867659072
220,0,0.7265840654046793,0.7394808105628172
221,0,0.7388754479459567,0.7226680455839228
222,0,0.7515276194677365,0.7049430906566337
223,0,0.7464065190337903,0.7121705988963736
224,0,0.7416705598866653,0.7187898720952247
225,0,0.7306331930914391,0.7339847503982097
226,0,0.749951269728324,0.7071756928397298
227,0,0.7461314219951292,0.7125567738852406
228,0,0.751996275467463,0.704277962927333
229,0,0.7535864187802618,0.7020164972701686
230,0,0.7522457680120538,0.7039236208395714
231,0,0.7571439898116918,0.6969304272139485
232,0,0.7666090008632056,0.6832144599418171
233,0,0.76551212011361,0.6848180486616722
234,0,0.7731295757899035,0.6736028862914655
235,0,0.7930231853537933,0.6433922825869249
236,0,0.7975109392701164,0.6363789134311154
237,0,0.7997773413394068,0.6328074883573885
237,1,0.2726886708951364,1.2060773848347075
238,0,0.8149775331256421,0.6083131872224339
239,0,0.8279530614097215,0.5865951561175368
240,0,0.790099041247686,0.6479212278546119
241,0,0.7979526869883827,0.6356843761043957
242,0,0.7956262940645943,0.63933356854682
243,0,0.8097834091159665,0.6167926570315726
244,0,0.8623673802609504,0.5246572590540415
245,0,0.8578146819383442,0.5332641335429487
246,0,0.8107741512299037,0.6151842793344063
247,0,0.9026782546428485,0.44118419136943604
248,0,0.9083801370212288,0.4280650954674335
249,0,0.8407555176008732,0.5643482655224995
250,0,0.9031494190670395,0.44011494165265663
251,0,0.8745410484383432,0.5009170621203812
252,0,0.9116508744176113,0.4203549109559413
253,0,0.9005590754505334,0.4459617125930579
254,0,0.9307016772600197,0.3722857041036637
255,0,0.8751344847913767,0.4997309580336672
256,0,0.8948945523563488,0.45848761737619725
257,0,0.8988636537350806,0.44974736522834563
258,0,0.9033790617076703,0.43959285320016256
259,0,0.9071412712817358,0.4309494836248541
260,0,0.9173289474059881,0.40662280455973376
261,0,0.8750784606902681,0.49984305398741313
262,0,0.9060131061259061,0.4335594396944759
263,0,0.9178015336786305,0.40545891609722834
264,0,0.9236251684396519,0.3908320139403837
265,0,0.933151190106599,0.3656468511922425
266,0,0.9384605680743962,0.35082597374083885
267,0,0.9409529865327637,0.3436481149875157
268,0,0.9427670639768293,0.3383280538860789
269,0,0.9381067018191942,0.35183319394510193
270,0,0.9392197629987746,0.34865523659117903
271,0,0.9330419133806552,0.3659455878114806
